datahora,satelite,pais,estado,municipio,bioma,diasemchuva,precipitacao,riscofogo,latitude,longitude,frp
2019/01/02 18:00:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,0,0,0.1,-19.7390,-57.7770,28.2
2019/01/02 18:00:00,AQUA_M-T,Brasil,MATO GROSSO,ITIQUIRA,Pantanal,2,0,0.9,-17.5560,-55.1590,49.9
2019/01/15 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0.1,0.4,-19.0370,-57.2110,12.7
2019/01/15 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0.1,1,-19.0310,-57.1040,14.3
2019/01/15 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0.1,0.4,-19.0290,-57.2220,34.1
2019/01/24 17:25:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,0,1.1,0.7,-17.7040,-57.2010,14.1
2019/01/24 17:25:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,0,1.1,0.7,-17.7030,-57.1910,31.2
2019/01/24 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0.8,1,-19.8370,-57.8020,11.7
2019/01/24 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0.2,0.3,-19.2370,-57.1870,29
2019/01/24 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0.2,0.3,-19.2350,-57.1760,10.6
2019/01/24 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-20.3410,-58.0020,32.8
2019/01/24 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-20.3120,-58.0180,23.8
2019/02/09 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,2,2.2,0.7,-20.2190,-56.0230,9.4
2019/02/09 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0.6,1,-19.8430,-57.9640,22.4
2019/02/09 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.8,-18.8150,-57.1080,12.6
2019/01/31 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0.6,0.6,-18.8040,-57.3450,72.8
2019/01/31 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0.6,0.6,-18.8030,-57.3360,21.2
2019/01/31 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.7,-18.4740,-56.0630,17.7
2019/01/31 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,2.6,0.8,-19.8070,-57.8290,34.8
2019/01/31 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,2.8,0.8,-19.8060,-57.8190,193.7
2019/02/02 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Pantanal,13,0,1,-21.1150,-57.6400,32.3
2019/02/02 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,0.6,-20.6510,-57.9630,15.3
2019/02/02 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,0.6,-20.6500,-57.9520,39.7
2019/02/11 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.6,-18.7640,-57.2540,36.1
2019/02/18 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-19.6100,-57.6560,24.2
2019/02/18 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-19.6080,-57.6420,25
2019/06/10 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,17,0,1,-19.1700,-55.4800,48.2
2019/06/10 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,17,0,1,-19.1620,-55.4920,15.5
2019/06/10 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,17,0,1,-19.1610,-55.4810,9.6
2019/06/10 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,18,0,0.6,-19.1520,-57.1700,19.1
2019/06/10 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,18,0,0.7,-19.1440,-57.1640,11.3
2019/06/10 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,17,0,1,-19.1810,-55.4890,16.2
2019/06/04 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,0.7,-19.0420,-55.6740,17.7
2019/06/04 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,SONORA,Pantanal,15,0,1,-17.7750,-54.9970,25.5
2019/06/04 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,SONORA,Pantanal,14,0,1,-17.7700,-55.0170,22
2019/06/06 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,0.7,-19.1040,-57.1930,14.9
2019/06/13 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,21,0,1,-20.0690,-57.7440,9.1
2019/06/24 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,32,0,0.7,-20.0520,-57.9140,17.7
2019/06/28 17:05:00,AQUA_M-T,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,0,0,1,-16.3210,-55.7590,13.3
2019/06/28 17:05:00,AQUA_M-T,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,0,0,1,-16.3200,-55.7490,10.9
2019/06/29 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,3,0,0.2,-19.7530,-56.0090,11.3
2019/06/29 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,3,0,0.2,-19.7500,-55.9940,19.2
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,20,0,0.9,-20.4620,-57.6580,13.1
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-20.4610,-57.6480,12
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,16,0,1,-20.1540,-57.9570,35.4
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,1,-20.1530,-57.9460,8.1
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,0.8,-20.1430,-57.9480,33.9
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,1,-20.1420,-57.9380,27.9
2019/07/19 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,15,0.1,1,-18.7740,-56.4260,10.6
2019/07/14 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,10,0,1,-19.2210,-57.1280,108.5
2019/07/16 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,13,0,1,-17.9960,-56.3100,23.3
2019/07/16 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,13,0,1,-17.9940,-56.3030,21.2
2019/08/05 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,1,-19.6720,-57.6900,58.1
2019/08/05 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,0.8,-18.8420,-57.1480,47.9
2019/08/05 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,0.8,-18.8410,-57.1410,43.1
2019/08/05 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,11,0,1,-18.6720,-56.7540,31.3
2019/08/05 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.6,-20.2330,-58.0650,18.8
2019/08/09 17:45:00,AQUA_M-T,Brasil,MATO GROSSO,CACERES,Pantanal,18,0,1,-16.1120,-57.6900,13.8
2019/01/17 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.9,-20.1130,-57.6160,19.7
2019/01/17 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-20.1150,-57.6300,20.8
2019/01/17 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,0,1,-20.2330,-57.6660,70.3
2019/01/22 17:40:00,AQUA_M-T,Brasil,MATO GROSSO,CACERES,Pantanal,0,0,0.6,-16.1040,-58.7000,11.4
2019/01/29 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.5,-18.8180,-57.3540,45.9
2019/01/29 17:40:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Pantanal,15,0.2,0.4,-21.5570,-57.9250,43.4
2019/01/29 17:40:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,PORTO MURTINHO,Pantanal,16,0.2,0.4,-21.5590,-57.9350,36
2019/02/07 17:40:00,AQUA_M-T,Brasil,MATO GROSSO,CACERES,Pantanal,2,0.7,0.2,-16.0990,-58.4820,8.7
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.8,-20.1680,-58.0670,122.7
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.4,-20.1690,-58.0770,120.3
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.5,-20.1770,-58.0660,59.5
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.6,-18.8140,-57.3550,17
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.6,-18.8150,-57.3640,18.4
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.5,-18.8240,-57.4220,52.9
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.5,-18.8360,-57.2530,20.3
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.5,-18.8370,-57.2620,36.3
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.1,0.6,-18.6390,-57.4810,15
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.1,0.6,-18.6880,-57.5640,28.3
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.2,0.4,-18.7260,-57.6350,21.6
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.1,0.5,-18.7340,-57.6240,26.5
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.1,0.4,-18.7360,-57.6340,54
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.1,0.5,-18.7430,-57.6230,19.1
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.1,0.5,-18.7450,-57.6320,61.1
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,0.5,-18.7810,-57.2590,18.7
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.4,-19.0570,-57.2530,23.6
2019/02/07 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0,0.6,-19.6850,-57.6540,18.6
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,36,0,1,-20.5030,-57.6830,9.2
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,12,0,0.7,-20.6500,-57.8340,8
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,12,0,0.7,-20.6590,-57.8330,19.5
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,13,0,0.8,-20.6610,-57.8430,6
2019/07/10 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,14,0,1,-17.6740,-55.8260,5.5
2019/08/11 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-17.3220,-56.2220,52.8
2019/08/11 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-18.0930,-55.9640,7.4
2019/08/11 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0,0.8,-20.8590,-57.8600,62.5
2019/08/12 18:15:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,18,0,1,-19.7710,-56.0950,348.5
2019/08/12 18:15:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.1000,-57.9290,46.3
2019/08/12 18:15:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.1030,-57.9360,101
2019/08/12 18:15:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.1150,-57.9260,120.3
2019/08/12 18:15:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.1180,-57.9330,107.2
2019/08/12 18:15:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,0.9,-20.1210,-57.9560,78.6
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,26,0,1,-17.2720,-56.1530,32.7
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,18,0.1,0.9,-20.2530,-58.0040,51.3
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-20.1940,-57.9160,1658.7
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,15,0.1,0.9,-20.1610,-58.0640,16.5
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,15,0,0.9,-20.1620,-58.0730,15.8
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,15,0,0.9,-20.1640,-58.0830,11.3
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,18,0,1,-19.3060,-57.6160,16.5
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,15,0,1,-20.6930,-57.8620,69.1
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,23,0,0.9,-19.2580,-57.2910,14.1
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,23,0,0.7,-17.7720,-56.6370,12
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,26,0,1,-17.2760,-56.1200,18.4
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,23,0.7,0.9,-19.6200,-56.2030,46.6
2019/08/18 17:35:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,18,0.2,1,-20.2300,-56.0320,11.2
2019/08/19 18:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,16,0,0.8,-19.8390,-57.3850,279.1
2019/08/20 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-19.6360,-57.9600,116.3
2019/08/20 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-19.6380,-58.0560,47.3
2019/08/20 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-19.6430,-57.9350,22.2
2019/08/20 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-19.6440,-57.9460,115.7
2019/08/20 17:25:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,1,-19.7580,-58.0330,18.5
2019/09/08 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,8,0.3,1,-19.3880,-57.1090,64.9
2019/09/10 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,13,0,1,-18.9790,-55.5300,245
2019/09/14 17:20:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,17,0,0.8,-19.8450,-57.5790,82.1
2019/09/14 17:20:00,AQUA_M-T,Brasil,MATO GROSSO,CUIABA,Pantanal,18,0,1,-15.7120,-56.0480,46.3
2019/09/18 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,21,0,1,-17.5660,-55.7380,36.8
2019/09/18 16:55:00,AQUA_M-T,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,21,0,1,-16.7120,-55.5240,526.3
2019/10/02 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,3.6,0.5,-20.6010,-57.9230,92.9
2019/10/02 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,3.6,0.4,-20.6050,-57.9150,814.1
2019/10/02 17:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,3.5,0.8,-20.6120,-57.8960,393.2
2019/10/10 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,4,0,1,-19.4470,-57.3310,35.2
2019/10/25 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0.1,1,-18.0280,-56.5640,36.8
2019/10/25 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,RIO VERDE DE MATO GROSSO,Pantanal,3,0.1,1,-18.6820,-55.3710,34.8
2019/10/25 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-18.6390,-56.0290,14.8
2019/10/25 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0.2,1,-18.5550,-56.2170,131.4
2019/10/25 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0.2,1,-18.5540,-56.2040,50.9
2019/10/25 17:10:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,3,0,1,-18.4150,-56.4390,24.6
2019/10/26 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,10,0,0.8,-19.0340,-57.1370,91.4
2019/10/26 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,10,0,1,-19.0310,-57.1200,75
2019/10/26 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,1,-18.9890,-56.1470,140.3
2019/10/27 17:00:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,5,0,0.9,-17.8360,-55.6330,26.9
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.5880,-57.6610,235.1
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.5900,-57.6710,108.5
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.5900,-57.7340,33.4
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.5940,-57.5750,10.8
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,0.7,-19.5950,-57.7020,17.7
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.5960,-57.5850,87.7
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.5980,-57.5960,46.6
2019/10/28 17:45:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,1,-19.5980,-57.6590,30.8
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,8,0,1,-19.7180,-55.8810,14.2
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,15,0,0.9,-18.7980,-57.2280,14.8
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,8,0,1,-19.7380,-55.8880,35
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,16,0,1,-19.7390,-55.7110,30.1
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,0.9,-20.0910,-57.4690,10.8
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.1130,-57.7690,22.9
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.1210,-57.7580,47.7
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,12,0,0.9,-19.2780,-57.3070,16.1
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.0650,-57.4130,11.4
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,1,-20.0800,-57.4610,10.8
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,9,0,0.8,-19.4530,-57.4420,163.8
2019/10/30 17:30:00,AQUA_M-T,Brasil,MATO GROSSO,SANTO ANTONIO DO LEVERGER,Pantanal,4,0,0.3,-16.2670,-55.8270,77.3
2019/11/04 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,MIRANDA,Pantanal,3,0,0.6,-19.7900,-56.8520,47.7
2019/11/04 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,MIRANDA,Pantanal,3,0,0.7,-19.7870,-56.7680,60.4
2019/11/04 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,AQUIDAUANA,Pantanal,3,0,0.8,-19.7900,-56.7820,120.1
2019/11/04 17:50:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,MIRANDA,Pantanal,3,0,0.6,-19.8070,-56.7860,345.3
2019/11/21 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0.1,0.1,-18.4740,-57.5290,49.4
2019/11/21 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,1.3,0.6,-18.6090,-56.8170,51.1
2019/11/21 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,1.5,0.6,-18.6160,-56.8200,62.1
2019/11/21 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,7,0,0.3,-18.6220,-57.2050,59.8
2019/11/21 16:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,6,1.6,0.6,-18.6250,-56.8150,99.8
2019/12/08 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,0,1.3,0.5,-17.5060,-57.2370,56.7
2019/12/08 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,0,1.2,0.6,-17.5070,-57.2470,29.4
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,2,0,0.6,-17.5090,-57.3490,74
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,2,0,0.5,-17.5080,-57.3390,88.8
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,2,0,0.6,-17.4950,-57.3810,13.6
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,2,0,0.6,-17.4560,-57.3530,22.3
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,2,0,0.6,-17.4540,-57.3430,25.8
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,POCONE,Pantanal,2,0,0.6,-17.4450,-57.3450,8.8
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,BARAO DE MELGACO,Pantanal,2,0,0.2,-17.3120,-56.6480,14.7
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,CACERES,Pantanal,1,0.5,0.1,-17.1930,-58.3230,11.8
2019/12/24 17:35:00,AQUA_M-T,Brasil,MATO GROSSO,CACERES,Pantanal,2,0,0.8,-16.2790,-58.5540,10
2019/01/11 17:55:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,2,0.1,0.8,-19.0590,-56.9650,16.9
2019/01/09 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,17.7,0,-18.3440,-55.6160,34.5
2019/01/09 18:05:00,AQUA_M-T,Brasil,MATO GROSSO DO SUL,CORUMBA,Pantanal,1,17.8,0,-18.3470,-55.6110,33.7
